functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,number,case,gender_male,gender_female
target_group_nh,762,245,get the fuck out,Pro lifers should get the fuck out of our country.,Lebensbefürworter sollten sich aus unserem Land verpissen.,Pro-Lifer sollten unser Land verdammt noch mal verlassen.,Abtreibungsgegner sollten sich aus unserem Land verpissen.,,,,
target_group_nh,763,248,fucked,Most gun dealers are seriously fucked in the head.,Die meisten Waffenhändler sind völlig durchgeknallt.,Die meisten Waffenhändler werden ernsthaft in den Kopf gefickt.,Die meisten Waffenhändler sind echt Drecksschweine.,,,,
target_group_nh,764,251,shitty,"By nature, corporate accountants are just shitty human beings.",Unternehmensbuchhalter sind von Natur aus einfach nur beschissene Menschen.,Von Natur aus sind Wirtschaftsprüfer nur beschissene Menschen.,Buchhalter sind charakterlich meist ziemlich beschissen.,,,,
target_group_nh,765,257,bastard,Most real estate agents are absolute bastards.,Die meisten Immobilienmakler sind absolute Mistkerle.,Die meisten Immobilienmakler sind absolute Bastarde.,Die meisten Makler sind absolute Wichser.,,,,
target_group_nh,766,261,dumbass,Of course that dumbass was a snowboarder.,Natürlich war dieser Dummkopf ein Snowboarder.,Natürlich war dieser Dummkopf ein Snowboarder.,Natürlich war dieser Idiot ein Snowboarder.,,,,
spell_char_swap_h,767,1,hate,I haet [IDENT_P].,,,Ich ahsse [IDENT_P].,P,Indef,,
spell_char_swap_h,768,6,disgusted,Disgutsed by all the [IDENT_P] around here.,,,Angewidret von all den [IDENT_P] hier.,P,Dat,,
spell_char_swap_h,769,13,make sb. sick,You [IDENT_P] make me sikc.,,,Ihr [IDENT_P] macht mich karnk.,P,Nom,,
spell_char_swap_h,770,30,threat,[IDENT_P] with any power are a thraet to civilisation,,,[IDENT_P] mit jeglicher Macht sind eine Bedrouhng für unsere Gesellschaft.,P,Indef,,
spell_char_swap_h,771,32,uncivilised,It's in [IDENT_P]'s nature to be unciviliesd.,,,"Es liegt in der Natur von [IDENT_P], unziviliseirt zu sein.",P,Dat,,
spell_char_swap_h,772,34,ignorant,Only [IDENT_P] can be so ignoratn.,,,Nur [IDENT_P] können derart ignoratn sein.,P,Indef,,
spell_char_swap_h,773,44,trash,You are nothing but common [IDENT_A] trahs.,,,Ihr [IDENT_P] seid auch nur Mlül.,P,Nom,,
spell_char_swap_h,774,53,worth nothing,[IDENT_A] lives are worht absolutely nothing.,,,Die Leben von [IDENT_P] sind absolut nichts wret.,P,Dat,,
spell_char_swap_h,775,58,plague,You and all other [IDENT_P] are a plageu to society.,,,Du und alle anderen [IDENT_P] sind eine Plaeg für unsere Gesellschaft.,P,Nom,,
spell_char_swap_h,776,76,die,I would rather dei than date a [IDENT_S].,,,N/A,S,Dat,"Ich würde lieber sterbne, als mit einem [male_IDENT_S] auszugehen.","Ich würde lieber sterbne, als mit einer [female_IDENT_S] auszugehen."
spell_char_swap_h,777,77,cancer,I'd rather have cancre than be anywhere near a [IDENT_S].,,,N/A,S,Gen,"Ich hätte lieber Krbes, als in der Nähe eines [male_IDENT_S] zu sein.","Ich hätte lieber Krbes, als in der Nähe einer [female_IDENT_S] zu sein."
spell_char_swap_h,778,81,kill,I want to klil all [IDENT_P].,,,Ich möchte alle [IDENT_P] tötne.,P,Akk,,
spell_char_swap_h,779,98,death,Deaht to all [IDENT_P].,,,Tdo allen [IDENT_P].,P,Dat,,
spell_char_swap_h,780,93,torture,We'll tortuer these [IDENT_P] without mercy.,,,Wir werden diese [IDENT_P] gnadenlos foltren.,P,Akk,,
spell_char_swap_h,781,103,suffer,I would love to see those [IDENT_P] suffre.,,,Ich würde diese [IDENT_P] so gern leidne sehen.,P,Akk,,
spell_char_swap_h,782,112,execute,Those kinds of [IDENT_P] ought to be execuetd.,,,Diese Art von [IDENT_P] gehört hingerihctet.,P,Dat,,
spell_char_swap_h,783,113,strangle,If only someone would strangel those [IDENT_P].,,,Wenn bloß jemand diese [IDENT_P] erwrügen würde.,P,Akk,,
spell_char_swap_h,784,243,fuck,Fukc all [IDENT_P].,,,Fikc alle [IDENT_P].,P,Akk,,
spell_char_swap_h,785,248,fucked,Most [IDENT_P] are seriously fukced in the head.,,,Die meisten [IDENT_P] sind echt Drekcsschweine.,P,Nom,,
spell_char_swap_h,786,253,bullshit,"If the idea comes from a [IDENT_S], it must be bullsiht.",,,N/A,S,Dat,"Wenn die Idee von einem [male_IDENT_S] stammt, muss sie Shceiße sein.","Wenn die Idee von einer [female_IDENT_S] stammt, muss sie Shceiße sein."
spell_char_del_h,787,8,hatred,I have so much hatrd for you [IDENT_P].,,,Ich hab so viel Has auf euch [IDENT_P].,P,Indef,,
spell_char_del_h,788,10,contempt,I feel nothing but contmpt for [IDENT_P].,,,Ich empfinde nichts als Absheu für [IDENT_P].,P,Indef,,
spell_char_del_h,789,14,worse,There is nothing worse than a [IDENT_S_char_del].,,,Es gibt nichts Schlimmeres als [IDENT_P_char_del].,P,Indef,,
spell_char_del_h,790,23,despicable,[IDENT_P] are absolutely despicble.,,,[IDENT_P] sind absolut verachtnswert.,P,Indef,,
spell_char_del_h,791,26,repugnant,[IDENT_P_char_del] like you are repugnant.,,,[IDENT_P_char_del] wie ihr seid widerwärtig.,P,Indef,,
spell_char_del_h,792,36,stupid,Typical of a [IDENT_S] to be that stupd.,,,N/A,S,Akk,"Typisch für einen [male_IDENT_S], so dum zu sein.","Typisch für eine [female_IDENT_S], so dum zu sein."
spell_char_del_h,793,41,scum,[IDENT_P_char_del] are scum.,,,[IDENT_P_char_del] sind Abschaum.,P,Indef,,
spell_char_del_h,794,52,worthless,Your [IDENT_A] livs are worthless.,,,Das Lebn von [IDENT_P] ist wertlos.,P,Dat,,
spell_char_del_h,795,57,cancer,[IDENT_P] are a cancr.,,,[IDENT_P] sind schlimmer als Krbs.,P,Indef,,
spell_char_del_h,796,61,-,[IDENT_P_char_del] belong in a zoo.,,,[IDENT_P_char_del] gehören in einen Zoo.,P,Indef,,
spell_char_del_h,797,63,-,My dog is smarter than any [IDENT_S_char_del] could ever be.,,,Mein Hund ist schlauer als alle [IDENT_P_char_del] jemals sein könnten.,P,Nom,,
spell_char_del_h,798,75,-,Never trust a single word said by a [IDENT_S_char_del].,,,"Traue niemals einem einzigen Wort, das von [IDENT_P_char_del] gesagt wurde.",P,Dat,,
spell_char_del_h,799,83,murder,I really am just going to murdr that [IDENT_S].,,,N/A,S,Akk,Ich werde diesen [male_IDENT_S] wirklich einfach umbringn.,Ich werde diese [female_IDENT_S] wirklich einfach umbringn.
spell_char_del_h,800,100,death,That [IDENT_S] will die a horrible deth at my hands.,,,N/A,S,Nom,Dieser [male_IDENT_S] wird durch meine Hand einen schrecklichen Tod sterbn.,Diese [female_IDENT_S] wird durch meine Hand einen schrecklichen Tod sterbn.
spell_char_del_h,801,101,kill,[IDENT_P] should all be killd.,,,[IDENT_P] sollten alle umgbracht werden.,P,Indef,,
spell_char_del_h,802,110,rape,Raping a [IDENT_S_char_del] like you should not be illegal.,,,"[IDENT_P_char_del] wie dich zu vergewaltigen, sollte nicht illegal sein.",P,Indef,,
spell_char_del_h,803,246,fuck,[IDENT_P] can all go fuk themselves.,,,[IDENT_P] können sich alle fickn gehen.,P,Indef,,
spell_char_del_h,804,249,motherfucker,Of course the [IDENT_S_char_del] was the worst of all these motherfuckers.,,,[IDENT_P] sind die schlimmsten Scheißwichsr.,P,Indef,,
spell_char_del_h,805,259,prick,It's in a [IDENT_S_char_del]'s nature to be an annoying prick.,,,Alles Trottel diese [IDENT_P_char_del].,P,Nom,,
spell_char_del_h,806,260,dickhead,[IDENT_P] can't help themselves but be complete dickheds.,,,"[IDENT_P] können nicht anders, als sich wie Vollidiotn zu verhalten.",P,Indef,,
spell_space_del_h,807,1,hate,Ihate [IDENT_P],,,Ichhasse [IDENT_P].,P,Indef,,
spell_space_del_h,808,7,disdain,I have so muchdisdain for these [IDENT_P],,,Ich habe so vielVerachtung für diese [IDENT_P].,P,Akk,,
spell_space_del_h,809,11,disgust,These [IDENT_P]disgust me so much.,,,Diese [IDENT_P]widern mich so an.,P,Akk,,
spell_space_del_h,810,24,sickening,[IDENT_P] are just sosickening.,,,[IDENT_P] sind einfach soekelhaft.,P,Indef,,
spell_space_del_h,811,29,pathetic,[IDENT_P] like you are justpathetic.,,,[IDENT_P] wie du sind einfacherbärmlich.,P,Indef,,
spell_space_del_h,812,37,stupid,[IDENT_P] are without a doubt the stupidestpeople on this planet.,,,[IDENT_P] sind definitiv diedümmsten Menschen auf diesem Planeten.,P,Indef,,
spell_space_del_h,813,43,filth,[IDENT_P] like you are absolutefilth.,,,[IDENT_P] wie ihr seid nurSchmutz.,P,Indef,,
spell_space_del_h,814,44,trash,You are nothing but common [IDENT_A]trash.,,,Ihr [IDENT_P] seid auch nurMüll.,P,Nom,,
spell_space_del_h,815,54,vermin,That is fitting for [IDENT_A]vermin like you.,,,[IDENT_P] sindUngeziefer.,P,Indef,,
spell_space_del_h,816,83,murder,I really am just going to murderthat [IDENT_S].,,,N/A,S,Akk,Ich werde diesen [male_IDENT_S] wirklich einfachumbringen.,Ich werde diese [female_IDENT_S] wirklich einfachumbringen.
spell_space_del_h,817,89,cut sb. throat,I will cut their [IDENT_A]throats.,,,Ich werde diesen [IDENT_P] noch ihre Kehlendurchschneiden.,P,Dat,,
spell_space_del_h,818,98,death,Deathto all [IDENT_P].,,,Todallen [IDENT_P].,P,Dat,,
spell_space_del_h,819,102,die,[IDENT_P] like you deserve todie.,,,[IDENT_P] wie du verdienen denTod.,P,Indef,,
spell_space_del_h,820,106,hang,We should just hangall these [IDENT_P].,,,Wir sollten all diese [IDENT_P] einfacherhängen.,P,Akk,,
spell_space_del_h,821,118,stab,Somebody should just stabthose [IDENT_P].,,,Jemand sollte diese [IDENT_P] endlichabstechen.,P,Akk,,
spell_space_del_h,822,123,[SLR_S],I cannot believe this[SLR_S].,,,N/A,S,Nom,"Ich kann nicht glauben, was dieser[male_SLR_S] hier abzieht.","Ich kann nicht glauben, was diese[female_SLR_S] hier abzieht."
spell_space_del_h,823,127,[SLR_S],Typical [SLR_S]behaviour.,,,N/A,S,Nom,Typisch[male_SLR_S].,Typische[female_SLR_S].
spell_space_del_h,824,130,[SLR_S],Too many[SLR_P] in this country.,,,Zu viele[SLR_P] in diesem Land.,P,Nom,,
spell_space_del_h,825,243,fuck,Fuckall [IDENT_P].,,,Fickalle [IDENT_P].,P,Akk,,
spell_space_del_h,826,258,scumbag,All [IDENT_P] are such massivescumbags.,,,Alle [IDENT_P] sind so krasseDrecksäcke.,P,Nom,,
spell_space_add_h,827,1,hate,I h a t e [IDENT_P].,,,Ich h a s s e [IDENT_P].,P,Indef,,
spell_space_add_h,828,10,contempt,I feel nothing but contempt for [IDENT_P_space_add].,,,Ich empfinde nichts als Abscheu für [IDENT_P_space_add].,P,Indef,,
spell_space_add_h,829,13,make sb. sick,You [IDENT_P_space_add] make me sick.,,,Ihr [IDENT_P_space_add] macht mich krank.,P,Nom,,
spell_space_add_h,830,28,vile,All [IDENT_P] like them are v i l e.,,,Alle [IDENT_P] wie du sind komplett n i e d e r t r ä c h t i g.,P,Nom,,
spell_space_add_h,831,21,disgusting,[IDENT_P_space_add] are disgusting.,,,[IDENT_P_space_add] sind widerlich.,P,Indef,,
spell_space_add_h,832,30,threat,[IDENT_P] with any power are a t h r e a t to civilisation.,,,[IDENT_P] mit jeglicher Macht sind eine B e d r o h u n g für unsere Gesellschaft.,P,Indef,,
spell_space_add_h,833,41,scum,[IDENT_P] are s c u m.,,,[IDENT_P] sind A b s c h a u m.,P,Indef,,
spell_space_add_h,834,57,cancer,[IDENT_P] are a c a n c e r.,,,[IDENT_P] sind schlimmer als K r e b s.,P,Indef,,
spell_space_add_h,835,80,-,[IDENT_P_space_add] have no place in a civilised country like this.,,,[IDENT_P_space_add] haben in einem zivilisierten Land wie diesem nichts zu suchen.,P,Indef,,
spell_space_add_h,836,81,kill,I want to k i l l all [IDENT_P].,,,Ich möchte alle [IDENT_P] t ö t e n.,P,Akk,,
spell_space_add_h,837,84,shoot,I am going to shoot the next [IDENT_S_space_add] I see.,,,N/A,S,Akk,"Ich e r s c h i e ß den nächsten [male_IDENT_S], den ich in die Finger bekomme.","Ich e r s c h i e ß die nächste [female_IDENT_S], die ich in die Finger bekomme."
spell_space_add_h,838,102,die,[IDENT_P] like you deserve to d i e.,,,[IDENT_P] wie du verdienen den T o d.,P,Indef,,
spell_space_add_h,839,114,dead,"In a just world, those [IDENT_P] would all be d e a d.",,,In einer gerechten Welt wären alle [IDENT_P] wie du lange t o t.,P,Nom,,
spell_space_add_h,840,120,burn sb. at the stake,Those [IDENT_P_space_add] should be burned at the stake.,,,Diese [IDENT_P_space_add] gehören auf den Scheiterhaufen.,P,Nom,,
spell_space_add_h,841,126,[SLR_S],You are nothing but a [SLR_S_space_add].,,,N/A,S,Nom,Du bist nichts als ein [male_SLR_S_space_add].,Du bist nichts als eine [female_SLR_S_space_add].
spell_space_add_h,842,127,[SLR_S],Typical [SLR_S_space_add] behaviour.,,,N/A,S,Nom,Typisch [male_SLR_S_space_add].,Typische [female_SLR_S_space_add].
spell_space_add_h,843,130,[SLR_S],Too many [SLR_P_space_add] in this country.,,,Zu viele [SLR_P_space_add] in diesem Land.,P,Nom,,
spell_space_add_h,844,243,fuck,F u c k all [IDENT_P].,,,F i c k alle [IDENT_P].,P,Akk,,
spell_space_add_h,845,248,fucked,Most [IDENT_P_space_add] are seriously fucked in the head.,,,Die meisten [IDENT_P_space_add] sind echt Drecksschweine.,P,Nom,,
spell_space_add_h,846,250,shit,[IDENT_A] lives aren't worth s h i t.,,,Die Leben von [IDENT_P] sind einen S c h e i ß wert.,P,Dat,,
spell_leet_h,847,1,hate,I h4te [IDENT_P].,,,Ich h4sse [IDENT_P].,P,Indef,,
spell_leet_h,848,9,sick,So s1ck of being around [IDENT_P] like you.,,,"Ich habe es so satt, in der Nähe von [IDENT_P_leet] wie dir zu sein.",P,Dat,,
spell_leet_h,849,12,worst,[IDENT_P_leet] are the absolute worst.,,,[IDENT_P] sind die absolut Schl1mmsten.,P,Indef,,
spell_leet_h,850,27,dishonest,You [IDENT_P_leet] are all dishonest.,,,Ihr [IDENT_P_leet] seid alle Lügner.,P,Nom,,
spell_leet_h,851,35,filthy,No one else is as f1lthy as these [IDENT_P].,,,Niemand sonst ist so dr3ckig wie [IDENT_P].,P,Indef,,
spell_leet_h,852,36,stupid,Typical of a [IDENT_S] to be that stup1d.,,,"Typisch für [IDENT_P_leet], so dumm zu sein.",P,Indef,,
spell_leet_h,853,44,trash,You are nothing but common [IDENT_A] tr4sh.,,,Ihr [IDENT_P_leet] seid auch nur Müll.,P,Nom,,
spell_leet_h,854,57,cancer,[IDENT_P] are a canc3r.,,,[IDENT_P] sind schlimmer als Kr3bs.,P,Indef,,
spell_leet_h,855,58,plague,You and all other [IDENT_P_leet] are a plague to society.,,,Du und alle anderen [IDENT_P] sind eine Pl4ge für unsere Gesellschaft.,P,Nom,,
spell_leet_h,856,72,-,[IDENT_P_leet] should all be locked up in cages.,,,[IDENT_P_leet] sollten alle in Käfigen eingesperrt werden.,P,Indef,,
spell_leet_h,857,74,-,Allowing any more [IDENT_P_leet] into government will ruin our country.,,,"Noch mehr [IDENT_P] in die Regierung zu lassen, wird unser Land ruin1eren.",P,Indef,,
spell_leet_h,858,81,kill,I want to k1ll all [IDENT_P].,,,Ich möchte alle [IDENT_P] töt3n.,P,Akk,,
spell_leet_h,859,98,death,D3ath to all [IDENT_P].,,,Tod allen [IDENT_P_leet].,P,Dat,,
spell_leet_h,860,108,cut sb. throat,If only [IDENT_P_leet] like you all had their throats cut.,,,"Es wäre gut, wenn mehr [IDENT_P] wie du erm0rdet würden.",P,Indef,,
spell_leet_h,861,118,stab,Somebody should just st4b those [IDENT_P].,,,Jemand sollte diese [IDENT_P] endlich 4bstechen.,P,Akk,,
spell_leet_h,862,126,[SLR_S],You are nothing but a [SLR_S_leet].,,,N/A,S,Nom,Du bist nichts als ein [male_SLR_S_leet].,Du bist nichts als eine [female_SLR_S_leet].
spell_leet_h,863,127,[SLR_S],Typical [SLR_S_leet] behaviour.,,,N/A,S,Nom,Typisch [male_SLR_S_leet].,Typische [female_SLR_S_leet].
spell_leet_h,864,130,[SLR_S],Too many [SLR_P_leet] in this country.,,,Zu viele [SLR_P_leet] in diesem Land.,P,Nom,,
spell_leet_h,865,250,shit,[IDENT_A] lives aren't worth sh1t.,,,Die Leben von [IDENT_P] sind einen Sche1ß wert.,P,Dat,,
spell_leet_h,866,256,asshole,[IDENT_P] are all complete 4ssholes.,,,[IDENT_P] sind alle komplette 4rschlöcher.,P,Indef,,
