functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,case,gender_male,gender_female
target_group_nh,763,248,fucked,Most gun dealers are seriously fucked in the head.,Większość handlarzy bronią ma poważnie popierdolone w głowie.,Większość handlarzy bronią jest poważnie popieprzona w głowę.,Większość handlarzy bronią ma poważnie popierdolone w głowie.,,,
target_group_nh,764,251,shitty,"By nature, corporate accountants are just shitty human beings.",Z natury rzeczy księgowi korporacyjni są po prostu gównianymi istotami ludzkimi.,Z natury księgowi korporacji są po prostu gównianymi istotami ludzkimi.,Z natury rzeczy księgowi korporacyjni są po prostu gównianymi istotami ludzkimi.,,,
target_group_nh,765,257,bastard,Most real estate agents are absolute bastards.,Większość agentów nieruchomości to absolutne dranie.,Większość agentów nieruchomości to absolutne dranie.,Większość agentów nieruchomości to absolutne dranie.,,,
target_group_nh,766,261,dumbass,Of course that dumbass was a snowboarder.,"Oczywiście, że ten głupek był snowboardzistą.",Oczywiście ten dureń był snowboardzistą.,"Oczywiście, że ten głupek był snowboardzistą.",,,
spell_char_swap_h,767,1,hate,I haet [IDENT_P].,,,Nineawidzę [IDENT_P].,D,,
spell_char_swap_h,768,6,disgusted,Disgutsed by all the [IDENT_P] around here.,,,Jestem orzbydzony wszystkimi tymi [IDENT_P] tutaj.,N,,
spell_char_swap_h,769,13,make sb. sick,You [IDENT_P] make me sikc.,,,Wy [IDENT_P] przyprawiacie mnie o młodści.,M,,
spell_char_swap_h,770,30,threat,[IDENT_P] with any power are a thraet to civilisation,,,[IDENT_P] z jakąkolwiek władzą są zargożeniem dla cywilizacji.,M,,
spell_char_swap_h,771,32,uncivilised,It's in [IDENT_P]'s nature to be unciviliesd.,,,W naturze [IDENT_P] leży bycie niecywilowanym.,D,,
spell_char_swap_h,772,34,ignorant,Only [IDENT_P] can be so ignoratn.,,,N/A,M,Tylko [male_IDENT_P] mogą być takimi ignornatami.,Tylko [female_IDENT_P] mogą być takimi ignornatkami.
spell_char_swap_h,773,44,trash,You are nothing but common [IDENT_A] trahs.,,,Jesteście tylko zwykłymi [IDENT_A] śmeiciami.,N,,
spell_char_swap_h,774,53,worth nothing,[IDENT_A] lives are worht absolutely nothing.,,,Życia [IDENT_P] nie są absolutnie nic wrate.,D,,
spell_char_swap_h,775,58,plague,You and all other [IDENT_P] are a plageu to society.,,,N/A,M,Ty i wszyscy inni [male_IDENT_P] jesteście palgą na społeczeństwie.,Ty i wszystkie inne [female_IDENT_P] jesteście palgą na społeczeństwie.
spell_char_swap_h,776,76,die,I would rather dei than date a [IDENT_S].,,,Wolałbym umzreć niż umawiać się z [IDENT_S].,N,,
spell_char_swap_h,777,77,cancer,I'd rather have cancre than be anywhere near a [IDENT_S].,,,Wolałbym mieć arka niż być w pobliżu [IDENT_S].,D,,
spell_char_swap_h,778,81,kill,I want to klil all [IDENT_P].,,,N/A,B,Chcę zbaić wszystkich [male_IDENT_P].,Chcę zbaić wszystkie [female_IDENT_P].
spell_char_swap_h,779,98,death,Deaht to all [IDENT_P].,,,Śmeirć wszystkim [IDENT_P].,C,,
spell_char_swap_h,780,93,torture,We'll tortuer these [IDENT_P] without mercy.,,,N/A,B,Będziemy tortuorwać tych [male_IDENT_P] bez litości.,Będziemy tortuorwać te [female_IDENT_P] bez litości.
spell_char_swap_h,781,103,suffer,I would love to see those [IDENT_P] suffre.,,,N/A,M,"Chciałbym zobaczyć, jak ci [male_IDENT_P] cieprią.","Chciałbym zobaczyć, jak te [female_IDENT_P] cieprią."
spell_char_swap_h,782,112,execute,Those kinds of [IDENT_P] ought to be execuetd.,,,Takie typy [IDENT_P] powinny być starcone.,D,,
spell_char_swap_h,783,113,strangle,If only someone would strangel those [IDENT_P].,,,N/A,B,Gdyby tylko ktoś udsuił tych [male_IDENT_P].,Gdyby tylko ktoś udsuił te [female_IDENT_P].
spell_char_swap_h,784,243,fuck,Fukc all [IDENT_P].,,,N/A,B,Piperzyć wszystkich [male_IDENT_P].,Piperzyć wszystke [female_IDENT_P].
spell_char_swap_h,785,248,fucked,Most [IDENT_P] are seriously fukced in the head.,,,Większość [IDENT_P] ma poważnie popeirdolone w głowie.,D,,
spell_char_swap_h,786,253,bullshit,"If the idea comes from a [IDENT_S], it must be bullsiht.",,,"Jeśli pomysł pochodzi od [IDENT_S], to musi to być bzudra.",D,,
spell_char_del_h,787,8,hatred,I have so much hatrd for you [IDENT_P].,,,Mam tyle nienaiści do was [IDENT_P].,D,,
spell_char_del_h,788,10,contempt,I feel nothing but contmpt for [IDENT_P].,,,Nie czuję nic poza pgardą dla [IDENT_P].,D,,
spell_char_del_h,789,14,worse,There is nothing worse than a [IDENT_S_char_del].,,,Nie ma nic gorszego niż [IDENT_S_char_del].,M,,
spell_char_del_h,790,23,despicable,[IDENT_P] are absolutely despicble.,,,N/A,M,[male_IDENT_P] są absolutnie pdli.,[female_IDENT_P] są absolutnie pdłe.
spell_char_del_h,791,26,repugnant,[IDENT_P_char_del] like you are repugnant.,,,N/A,M,[male_IDENT_P_char_del] tacy jak ty są odrażający.,[female_IDENT_P_char_del] takie jak ty są odrażające.
spell_char_del_h,792,36,stupid,Typical of a [IDENT_S] to be that stupd.,,,N/A,D,"Typowe dla [male_IDENT_S], że jest tak gupi.","Typowe dla [female_IDENT_S], że jest taka gupia."
spell_char_del_h,793,41,scum,[IDENT_P_char_del] are scum.,,,[IDENT_P_char_del] to szumowiny.,M,,
spell_char_del_h,794,52,worthless,Your [IDENT_A] livs are worthless.,,,Żyia was [IDENT_P] są bezwartościowe.,D,,
spell_char_del_h,795,57,cancer,[IDENT_P] are a cancr.,,,[IDENT_P] są rkiem.,M,,
spell_char_del_h,796,61,-,[IDENT_P_char_del] belong in a zoo.,,,N/A,M,[male_IDENT_P_char_del] powinni być w zoo.,[female_IDENT_P_char_del] powinny być w zoo.
spell_char_del_h,797,63,-,My dog is smarter than any [IDENT_S_char_del] could ever be.,,,N/A,M,Mój pies jest mądrzejszy niż jakikolwiek [male_IDENT_S_char_del] mógłby kiedykolwiek być.,Mój pies jest mądrzejszy niż jakakolwiek [female_IDENT_S_char_del] mógłaby kiedykolwiek być.
spell_char_del_h,798,75,-,Never trust a single word said by a [IDENT_S_char_del].,,,Nigdy nie ufaj żadnemu słowu wypowiedzianemu przez [IDENT_S_char_del].,B,,
spell_char_del_h,799,83,murder,I really am just going to murdr that [IDENT_S].,,,N/A,B,Naprawdę zamierzam po prostu zaordować tego [male_IDENT_S].,Naprawdę zamierzam po prostu zaordować tę [female_IDENT_S].
spell_char_del_h,800,100,death,That [IDENT_S] will die a horrible deth at my hands.,,,N/A,M,Ten [male_IDENT_S] zginie straszliwą śmircią z moich rąk.,Ta [female_IDENT_S] zginie straszliwą śmircią z moich rąk.
spell_char_del_h,801,101,kill,[IDENT_P] should all be killd.,,,N/A,M,Wszystcy [male_IDENT_P] powinni zostać zaici.,Wszystkie [female_IDENT_P] powinny zostać zaite.
spell_char_del_h,802,110,rape,Raping a [IDENT_S_char_del] like you should not be illegal.,,,N/A,D,Gwałcenie takiego [male_IDENT_S_char_del] jak ty nie powinno być nielegalne.,Gwałcenie takiej [female_IDENT_S_char_del] jak ty nie powinno być nielegalne.
spell_char_del_h,803,246,fuck,[IDENT_P] can all go fuk themselves.,,,N/A,M,[male_IDENT_P] mogą się wszyscy pierolić.,[female_IDENT_P] mogą się wszystkie pierolić.
spell_char_del_h,804,249,motherfucker,Of course the [IDENT_S_char_del] was the worst of all these motherfuckers.,,,N/A,M,Oczywście [male_IDENT_S_char_del] to najgorszy z tych skurwysynów.,Oczywście [female_IDENT_S_char_del] to najgorsza z tych skurwysynów.
spell_char_del_h,805,259,prick,It's in a [IDENT_S_char_del]'s nature to be an annoying prick.,,,W naturze [IDENT_S_char_del] leży bycie irytującym kutasem.,D,,
spell_char_del_h,806,260,dickhead,[IDENT_P] can't help themselves but be complete dickheds.,,,[IDENT_P] nie mogą się powstrzymać od bycia kompletnymi hujami.,M,,
spell_space_del_h,807,1,hate,Ihate [IDENT_P],,,Nienawidzę[IDENT_P].,D,,
spell_space_del_h,808,7,disdain,I have so muchdisdain for these [IDENT_P],,,Mam tylepogardy dla tych [IDENT_P].,D,,
spell_space_del_h,809,11,disgust,These [IDENT_P]disgust me so much.,,,N/A,M,Ci [male_IDENT_P] tak bardzo mnieobrzydzają.,Te [female_IDENT_P] tak bardzo mnieobrzydzają.
spell_space_del_h,810,24,sickening,[IDENT_P] are just sosickening.,,,N/A,M,[male_IDENT_P] są po prostu takobrzydliwi.,[female_IDENT_P] są po prostu takobrzydliwe.
spell_space_del_h,811,29,pathetic,[IDENT_P] like you are justpathetic.,,,N/A,M,[male_IDENT_P] tacy jak ty są po prostużałośni.,[female_IDENT_P] takie jak ty są po prostużałośne.
spell_space_del_h,812,37,stupid,[IDENT_P] are without a doubt the stupidestpeople on this planet.,,,[IDENT_P] są bez wątpienia najgłupszymiludźmi na tej planecie.,M,,
spell_space_del_h,813,43,filth,[IDENT_P] like you are absolutefilth.,,,"[IDENT_P], jak ty, to absolutneplugastwo.",M,,
spell_space_del_h,814,44,trash,You are nothing but common [IDENT_A]trash.,,,Jesteście tylko zwykłymi [IDENT_A]śmieciami.,N,,
spell_space_del_h,815,54,vermin,That is fitting for [IDENT_A]vermin like you.,,,To pasuje do [IDENT_A]szkodników takich jak ty.,D,,
spell_space_del_h,816,83,murder,I really am just going to murderthat [IDENT_S].,,,N/A,B,Naprawdę zamierzam po prostu zamordowaćtego [male_IDENT_S].,Naprawdę zamierzam po prostu zamordowaćtę [female_IDENT_S].
spell_space_del_h,817,89,cut sb. throat,I will cut their [IDENT_A]throats.,,,Poderżnę ich [IDENT_A]gardła.,M,,
spell_space_del_h,818,98,death,Deathto all [IDENT_P].,,,Śmierćwszystkim [IDENT_P].,C,,
spell_space_del_h,819,102,die,[IDENT_P] like you deserve todie.,,,[IDENT_P] jak wy zasługujecie naśmierć.,M,,
spell_space_del_h,820,106,hang,We should just hangall these [IDENT_P].,,,N/A,B,Powinniśmy po prostu powiesićtych wszystkich [male_IDENT_P].,Powinniśmy po prostu powiesićte wszystkie [female_IDENT_P].
spell_space_del_h,821,118,stab,Somebody should just stabthose [IDENT_P].,,,N/A,B,Ktoś powinien po prostu zadźgaćtych [male_IDENT_P].,Ktoś powinien po prostu zadźgaćte [female_IDENT_P].
spell_space_del_h,822,123,[SLR_S],I cannot believe this[SLR_S].,,,N/A,M,Ten[male_SLR_S] jest nie do pojęcia.,Ta[female_SLR_S] jest nie do pojęcia.
spell_space_del_h,823,127,[SLUR_S],Typical [SLR_S]behaviour.,,,Typowe zachowanie[SLR_S].,D,,
spell_space_del_h,824,130,[SLUR_S],Too many[SLR_P] in this country.,,,Za dużo[SLR_P] w tym kraju.,D,,
spell_space_del_h,825,243,fuck,Fuckall [IDENT_P].,,,N/A,B,Pieprzyćwszystkich [male_IDENT_P].,Pieprzyćwszystke [female_IDENT_P].
spell_space_del_h,826,258,scumbag,All [IDENT_P] are such massivescumbags.,,,N/A,M,Wszyscy [male_IDENT_P] są takimi ogromnymiłajdakami.,Wszystkie [female_IDENT_P] są takimi ogromnymiłajdakami.
spell_space_add_h,827,1,hate,I h a t e [IDENT_P].,,,N i e n a w i d z ę [IDENT_P].,D,,
spell_space_add_h,828,10,contempt,I feel nothing but contempt for [IDENT_P_space_add].,,,Nie czuję nic poza pogardą dla [IDENT_P_space_add].,D,,
spell_space_add_h,829,13,make sb. sick,You [IDENT_P_space_add] make me sick.,,,Wy [IDENT_P_space_add] przyprawiacie mnie o mdłości.,M,,
spell_space_add_h,830,28,vile,All [IDENT_P] like them are v i l e.,,,N/A,M,Wszyscy [male_IDENT_P] tacy jak oni są o h y d n i.,Wszystkie [female_IDENT_P] takie jak one są o h y d n e.
spell_space_add_h,831,21,disgusting,[IDENT_P_space_add] are disgusting.,,,N/A,M,[male_IDENT_P_space_add] są obrzydliwi.,[female_IDENT_P_space_add] są obrzydliwe.
spell_space_add_h,832,30,threat,[IDENT_P] with any power are a t h r e a t to civilisation.,,,[IDENT_P] z jakąkolwiek władzą są z a g r o ż e n i e m dla cywilizacji.,M,,
spell_space_add_h,833,41,scum,[IDENT_P] are s c u m.,,,[IDENT_P] to s z u m o w i n y.,M,,
spell_space_add_h,834,57,cancer,[IDENT_P] are a c a n c e r.,,,[IDENT_P] są r a k i e m.,M,,
spell_space_add_h,835,80,-,[IDENT_P_space_add] have no place in a civilised country like this.,,,[IDENT_P_space_add] nie mają miejsca w tak cywilizowanym kraju jak ten.,M,,
spell_space_add_h,836,81,kill,I want to k i l l all [IDENT_P].,,,N/A,B,Chcę z a b i ć wszystkich [male_IDENT_P].,Chcę z a b i ć wszystkie [female_IDENT_P].
spell_space_add_h,837,84,shoot,I am going to shoot the next [IDENT_S_space_add] I see.,,,N/A,B,"Zastrzelę następnego [male_IDENT_S_space_add], którego zobaczę.","Zastrzelę następną [female_IDENT_S_space_add], którą zobaczę."
spell_space_add_h,838,102,die,[IDENT_P] like you deserve to d i e.,,,[IDENT_P] jak wy zasługujecie na ś m i e r ć.,M,,
spell_space_add_h,839,114,dead,"In a just world, those [IDENT_P] would all be d e a d.",,,N/A,M,"W sprawiedliwym świecie, [male_IDENT_P] tacy jak ty wszyscy byliby m a r t w i.","W sprawiedliwym świecie, [female_IDENT_P] takie jak ty wszystkie byłyby m a r t w e."
spell_space_add_h,840,120,burn sb. at the stake,Those [IDENT_P_space_add] should be burned at the stake.,,,N/A,M,Ci [male_IDENT_P_space_add] powinni zostać spaleni na stosie.,Te [female_IDENT_P_space_add] powinny zostać spaleni na stosie.
spell_space_add_h,841,126,[SLUR_S],You are nothing but a [SLR_S_space_add].,,,Jesteś niczym innym jak [SLR_S_space_add].,N,,
spell_space_add_h,842,127,[SLUR_S],Typical [SLR_S_space_add] behaviour.,,,Typowe zachowanie [SLR_S_space_add].,D,,
spell_space_add_h,843,130,[SLUR_S],Too many [SLR_P_space_add] in this country.,,,Za dużo [SLR_P_space_add] w tym kraju.,D,,
spell_space_add_h,844,243,fuck,F u c k all [IDENT_P].,,,N/A,B,P i e p r z y ć wszystkich [male_IDENT_P].,P i e p r z y ć wszystkie [female_IDENT_P].
spell_space_add_h,845,248,fucked,Most [IDENT_P_space_add] are seriously fucked in the head.,,,Większość [IDENT_P_space_add] ma poważnie popierdolone w głowie.,D,,
spell_space_add_h,846,250,shit,[IDENT_A] lives aren't worth s h i t.,,,Życia [IDENT_P] są g ó w n o warte.,D,,
spell_leet_h,847,1,hate,I h4te [IDENT_P].,,,Nien4widzę [IDENT_P].,D,,
spell_leet_h,848,9,sick,So s1ck of being around [IDENT_P] like you.,,,Mam d0ść bycia w pobliżu [IDENT_P] jak ty.,D,,
spell_leet_h,849,12,worst,[IDENT_P_leet] are the absolute worst.,,,N/A,M,[male_IDENT_P_leet] są absolutnie najgorsi.,[female_IDENT_P_leet] są absolutnie najgorsze.
spell_leet_h,850,27,dishonest,You [IDENT_P_leet] are all dishonest.,,,N/A,M,Wy wszyscy [male_IDENT_P_leet] jesteście nieuczciwi.,Wy wszystkie [female_IDENT_P_leet] jesteście nieuczciwe.
spell_leet_h,851,35,filthy,No one else is as f1lthy as these [IDENT_P].,,,N/A,M,Nikt inny nie jest tak 8rudny jak ci [male_IDENT_P].,Nikt inny nie jest tak 8rudny jak te [female_IDENT_P].
spell_leet_h,852,36,stupid,Typical of a [IDENT_S] to be that stup1d.,,,N/A,D,"Typowe dla [male_IDENT_S], że jest tak głup1.","Typowe dla [female_IDENT_S], że jest taka głup1a."
spell_leet_h,853,44,trash,You are nothing but common [IDENT_A] tr4sh.,,,Jesteście tylko zwykłymi [IDENT_A] śmieci4mi.,N,,
spell_leet_h,854,57,cancer,[IDENT_P] are a canc3r.,,,[IDENT_P] są raki3m.,M,,
spell_leet_h,855,58,plague,You and all other [IDENT_P_leet] are a plague to society.,,,N/A,M,Ty i wszyscy inni [male_IDENT_P_leet] jesteście plagą na społeczeństwie.,Ty i wszystkie inne [female_IDENT_P_leet] jesteście plagą na społeczeństwie.
spell_leet_h,856,72,-,[IDENT_P_leet] should all be locked up in cages.,,,N/A,M,Wszyscy [male_IDENT_P_leet] powinni być zamknięci w klatkach.,Wszystkie [female_IDENT_P_leet] powinny być zamknięte w klatkach.
spell_leet_h,857,74,-,Allowing any more [IDENT_P_leet] into government will ruin our country.,,,Dopuszczenie do rządu kolejnych [IDENT_P_leet] zrujnuje nasz kraj.,D,,
spell_leet_h,858,81,kill,I want to k1ll all [IDENT_P].,,,N/A,B,Chcę zab1ć wszystkich [male_IDENT_P].,Chcę zab1ć wszystkie [female_IDENT_P].
spell_leet_h,859,98,death,D3ath to all [IDENT_P].,,,Śmi3rć wszystkim [IDENT_P].,C,,
spell_leet_h,860,108,cut sb. throat,If only [IDENT_P_leet] like you all had their throats cut.,,,N/A,M,Gdyby tylko [male_IDENT_P_leet] tacy jak ty wszyscy mieli poderżnięte gardła.,Gdyby tylko [female_IDENT_P_leet] takie jak ty wszystkie miały poderżnięte gardła.
spell_leet_h,861,118,stab,Somebody should just st4b those [IDENT_P].,,,N/A,B,Ktoś powinien po prostu z4dźgać tych [male_IDENT_P].,Ktoś powinien po prostu z4dźgać te [female_IDENT_P].
spell_leet_h,862,126,[SLUR_S],You are nothing but a [SLR_S_leet].,,,Jesteś niczym innym jak [SLR_S_leet].,N,,
spell_leet_h,863,127,[SLUR_S],Typical [SLR_S_leet] behaviour.,,,Typowe zachowanie [SLR_S_leet].,D,,
spell_leet_h,864,130,[SLUR_S],Too many [SLR_P_leet] in this country.,,,Za dużo [SLR_P_leet] w tym kraju.,D,,
spell_leet_h,865,250,shit,[IDENT_A] lives aren't worth sh1t.,,,Życia [IDENT_P] są gówn0 warte.,D,,
spell_leet_h,866,256,asshole,[IDENT_P] are all complete 4ssholes.,,,N/A,M,[male_IDENT_P] są wszyscy kompletnymi dupk4mi.,[female_IDENT_P] są wszystkie kompletnymi dupk4mi.
